"year_","box1","box2","no"
2021,63,221,8
2021,63,225,8
2021,63,245,8
2021,63,226,8
2021,63,244,8
2021,63,228,8
2021,64,17,8
2021,64,52,8
2021,64,81,8
2021,64,111,8
2021,64,113,8
2021,64,138,8
2021,64,140,8
2021,64,163,8
2021,64,167,8
2021,64,183,8
2021,64,184,8
2021,64,186,8
2021,64,206,8
2021,64,221,8
2021,64,225,8
2021,64,245,8
2021,64,226,8
2021,64,244,8
2021,68,14,8
2021,68,21,8
2021,68,49,8
2021,68,80,8
2021,68,85,8
2021,68,108,8
2021,68,136,8
2021,68,142,8
2021,68,162,8
2021,68,183,8
2021,68,184,8
2021,68,186,8
2021,68,206,8
2021,68,221,8
2021,68,225,8
2021,68,245,8
2021,68,226,8
2021,68,244,8
2021,70,17,8
2021,70,52,8
2021,70,81,8
2021,70,111,8
2021,70,165,8
2021,70,188,8
2021,70,191,8
2021,70,193,8
2021,70,195,8
2021,70,211,8
2021,70,219,8
2021,70,230,8
2021,70,221,8
2021,70,225,8
2021,70,245,8
2021,70,226,8
2021,70,244,8
2021,70,228,8
2021,71,18,8
2021,71,209,8
2021,71,213,8
2021,71,214,8
2021,71,216,8
2021,71,231,8
2021,71,242,8
2021,71,246,8
2021,71,247,8
2021,71,251,8
2021,73,231,8
2021,73,233,8
2021,73,236,8
2021,73,242,8
2021,73,246,8
2021,73,247,8
2021,73,251,8
2021,74,238,8
2021,75,238,8
2021,74,239,8
2021,75,239,8
2021,74,246,8
2021,75,246,8
2021,74,252,8
2021,75,252,8
2021,74,254,8
2021,75,254,8
2021,74,255,8
2021,75,255,8
2021,74,261,8
2021,75,261,8
2021,74,262,8
2021,75,262,8
2021,74,263,8
2021,75,263,8
2021,74,266,8
2021,75,266,8
2021,74,267,8
2021,75,267,8
2021,76,225,8
2021,76,245,8
2021,76,238,8
2021,76,239,8
2021,76,247,8
2021,76,252,8
2021,76,254,8
2021,76,255,8
2021,76,261,8
2021,76,262,8
2021,76,263,8
2021,77,35,8
2021,77,36,8
2021,77,225,8
2021,77,245,8
2021,77,238,8
2021,77,239,8
2021,77,247,8
2021,77,252,8
2021,77,254,8
2021,77,255,8
2021,77,261,8
2021,77,262,8
2021,77,263,8
2021,78,35,8
2021,78,36,8
2021,78,201,8
2021,78,223,8
2021,78,224,8
2021,78,226,8
2021,78,244,8
2021,78,231,8
2021,78,233,8
2021,78,236,8
2021,78,242,8
2021,78,251,8
2021,80,1,8
2021,80,34,8
2021,80,68,8
2021,80,96,8
2021,80,125,8
2021,80,126,8
2021,80,152,8
2021,80,153,8
2021,80,155,8
2021,80,177,8
2021,80,180,8
2021,80,181,8
2021,80,206,8
2021,80,219,8
2021,80,230,8
2021,80,231,8
2021,80,233,8
2021,80,236,8
2021,81,4,8
2021,81,32,8
2021,81,38,8
2021,81,64,8
2021,81,70,8
2021,81,100,8
2021,81,101,8
2021,81,123,8
2021,81,150,8
2021,81,156,8
2021,81,157,8
2021,81,181,8
2021,81,206,8
2021,81,219,8
2021,81,230,8
2021,81,231,8
2021,81,233,8
2021,81,236,8
2021,85,1,8
2021,85,34,8
2021,85,68,8
2021,85,96,8
2021,85,98,8
2021,85,178,8
2021,85,199,8
2021,85,200,8
2021,85,204,8
2021,85,221,8
2021,85,228,8
2021,85,238,8
2021,85,239,8
2021,85,242,8
2021,85,251,8
2021,85,252,8
2021,85,254,8
2021,85,255,8
2021,96,14,8
2021,96,21,8
2021,96,49,8
2021,96,80,8
2021,96,85,8
2021,96,113,8
2021,96,138,8
2021,96,140,8
2021,96,163,8
2021,96,167,8
2021,96,188,8
2021,96,191,8
2021,96,193,8
2021,96,195,8
2021,96,211,8
2021,96,219,8
2021,96,230,8
2021,96,228,8
2021,96,242,8
2021,96,246,8
2021,96,247,8
2021,98,24,8
2021,98,48,8
2021,98,55,8
2021,98,85,8
2021,98,113,8
2021,98,138,8
2021,98,140,8
2021,98,163,8
2021,98,167,8
2021,98,188,8
2021,98,191,8
2021,98,193,8
2021,98,195,8
2021,98,211,8
2021,98,219,8
2021,98,230,8
2021,98,228,8
2021,98,242,8
2021,98,246,8
2021,98,247,8
2021,100,17,8
2021,100,52,8
2021,100,81,8
2021,100,111,8
2021,100,165,8
2021,100,209,8
2021,100,213,8
2021,100,214,8
2021,100,216,8
2021,100,231,8
2021,100,242,8
2021,100,246,8
2021,100,247,8
2021,100,251,8
2021,101,17,8
2021,101,52,8
2021,101,81,8
2021,101,233,8
2021,101,236,8
2021,101,238,8
2021,101,239,8
2021,101,252,8
2021,101,261,8
2021,101,262,8
2021,101,263,8
2021,101,266,8
2021,101,267,8
2021,102,18,8
2021,102,233,8
2021,102,236,8
2021,102,238,8
2021,102,239,8
2021,102,252,8
2021,102,261,8
2021,102,262,8
2021,102,263,8
2021,102,266,8
2021,102,267,8
2021,103,238,8
2021,103,239,8
2021,103,252,8
2021,103,254,8
2021,103,255,8
2021,103,261,8
2021,103,262,8
2021,103,263,8
2021,103,266,8
2021,103,267,8
2021,106,246,8
2021,106,256,8
2021,106,258,8
2021,106,266,8
2021,106,267,8
2021,106,269,8
2021,106,271,8
2021,106,274,8
2021,108,1,8
2021,108,34,8
2021,108,68,8
2021,108,201,8
2021,108,223,8
2021,108,224,8
2021,108,226,8
2021,108,244,8
2021,108,238,8
2021,108,239,8
2021,108,247,8
2021,108,252,8
2021,108,254,8
2021,108,255,8
2021,108,261,8
2021,108,262,8
2021,108,263,8
2021,111,4,8
2021,111,32,8
2021,111,38,8
2021,111,64,8
2021,111,70,8
2021,111,100,8
2021,111,125,8
2021,111,126,8
2021,111,152,8
2021,111,153,8
2021,111,155,8
2021,111,177,8
2021,111,180,8
2021,111,199,8
2021,111,204,8
2021,111,221,8
2021,111,228,8
2021,111,238,8
2021,111,239,8
2021,111,242,8
2021,111,251,8
2021,111,252,8
2021,111,254,8
2021,111,255,8
2021,113,4,8
2021,113,32,8
2021,113,38,8
2021,113,64,8
2021,113,96,8
2021,113,98,8
2021,113,178,8
2021,113,200,8
2021,113,223,8
2021,113,226,8
2021,113,244,8
2021,113,247,8
2021,113,256,8
2021,113,258,8
2021,113,261,8
2021,113,262,8
2021,113,263,8
2021,113,271,8
2021,116,1,8
2021,116,35,8
2021,116,36,8
2021,116,225,8
2021,116,245,8
2021,116,246,8
2021,116,256,8
2021,116,258,8
2021,116,266,8
2021,116,267,8
2021,116,269,8
2021,116,271,8
2021,116,274,8
2021,120,256,8
2021,120,258,8
2021,120,269,8
2021,120,271,8
2021,120,274,8
2021,120,276,8
2021,123,17,8
2021,123,52,8
2021,123,81,8
2021,123,233,8
2021,123,236,8
2021,123,238,8
2021,123,239,8
2021,123,252,8
2021,123,261,8
2021,123,262,8
2021,123,263,8
2021,123,266,8
2021,123,267,8
2021,125,14,8
2021,125,21,8
2021,125,49,8
2021,125,80,8
2021,125,111,8
2021,125,165,8
2021,125,209,8
2021,125,213,8
2021,125,214,8
2021,125,216,8
2021,125,231,8
2021,125,251,8
2021,125,262,8
2021,125,263,8
2021,125,266,8
2021,125,267,8
2021,129,18,8
2021,129,254,8
2021,129,255,8
2021,129,258,8
2021,129,269,8
2021,129,274,8
2021,129,276,8
2021,130,18,8
2021,130,255,8
2021,130,271,8
2021,130,277,8
2021,133,1,8
2021,133,273,8
2021,133,276,8
2021,134,1,8
2021,134,35,8
2021,134,36,8
2021,134,273,8
2021,134,276,8
2021,136,4,8
2021,136,32,8
2021,136,34,8
2021,136,68,8
2021,136,201,8
2021,136,224,8
2021,136,225,8
2021,136,245,8
2021,136,246,8
2021,136,256,8
2021,136,258,8
2021,136,266,8
2021,136,267,8
2021,136,269,8
2021,136,271,8
2021,136,274,8
2021,138,6,8
2021,138,31,8
2021,138,38,8
2021,138,64,8
2021,138,96,8
2021,138,98,8
2021,138,178,8
2021,138,200,8
2021,138,223,8
2021,138,225,8
2021,138,245,8
2021,138,246,8
2021,138,266,8
2021,138,267,8
2021,138,269,8
2021,138,273,8
2021,138,274,8
2021,142,4,8
2021,142,32,8
2021,142,34,8
2021,142,68,8
2021,142,201,8
2021,142,224,8
2021,142,225,8
2021,142,245,8
2021,142,246,8
2021,142,266,8
2021,142,267,8
2021,142,269,8
2021,142,273,8
2021,142,274,8
2021,145,1,8
2021,145,18,8
2021,145,256,8
2021,145,271,8
2021,145,276,8
2021,147,1,8
2021,147,18,8
2021,147,255,8
2021,147,271,8
2021,147,277,8
2021,150,17,8
2021,150,52,8
2021,150,81,8
2021,150,236,8
2021,150,254,8
2021,150,258,8
2021,150,269,8
2021,150,274,8
2021,150,276,8
2021,126,14,8
2021,152,14,8
2021,153,14,8
2021,126,21,8
2021,152,21,8
2021,153,21,8
2021,126,49,8
2021,152,49,8
2021,153,49,8
2021,126,80,8
2021,152,80,8
2021,153,80,8
2021,126,111,8
2021,152,111,8
2021,153,111,8
2021,126,165,8
2021,152,165,8
2021,153,165,8
2021,126,213,8
2021,152,213,8
2021,153,213,8
2021,126,214,8
2021,152,214,8
2021,153,214,8
2021,126,216,8
2021,152,216,8
2021,153,216,8
2021,126,233,8
2021,152,233,8
2021,153,233,8
2021,126,238,8
2021,152,238,8
2021,153,238,8
2021,126,239,8
2021,152,239,8
2021,153,239,8
2021,126,252,8
2021,152,252,8
2021,153,252,8
2021,126,261,8
2021,152,261,8
2021,153,261,8
2021,126,269,8
2021,152,269,8
2021,153,269,8
2021,126,274,8
2021,152,274,8
2021,153,274,8
2021,126,276,8
2021,152,276,8
2021,153,276,8
2021,155,14,8
2021,155,21,8
2021,155,49,8
2021,155,80,8
2021,155,111,8
2021,155,165,8
2021,155,255,8
2021,155,271,8
2021,155,277,8
2021,156,17,8
2021,156,52,8
2021,156,81,8
2021,156,255,8
2021,156,271,8
2021,156,277,8
2021,157,1,8
2021,157,17,8
2021,157,52,8
2021,157,81,8
2021,157,256,8
2021,157,273,8
2021,158,4,8
2021,158,17,8
2021,158,32,8
2021,158,34,8
2021,158,35,8
2021,158,36,8
2021,158,52,8
2021,158,256,8
2021,158,273,8
2021,158,277,8
2021,160,4,8
2021,160,18,8
2021,160,32,8
2021,160,34,8
2021,160,35,8
2021,160,36,8
2021,160,273,8
2021,160,277,8
2021,161,4,8
2021,161,32,8
2021,161,34,8
2021,161,35,8
2021,161,36,8
2021,161,277,8
2021,162,4,8
2021,162,32,8
2021,162,34,8
2021,162,68,8
2021,162,276,8
2021,140,6,8
2021,163,6,8
2021,140,31,8
2021,163,31,8
2021,140,38,8
2021,163,38,8
2021,140,64,8
2021,163,64,8
2021,140,96,8
2021,163,96,8
2021,140,98,8
2021,163,98,8
2021,140,201,8
2021,163,201,8
2021,140,224,8
2021,163,224,8
2021,140,225,8
2021,163,225,8
2021,140,245,8
2021,163,245,8
2021,140,246,8
2021,163,246,8
2021,140,266,8
2021,163,266,8
2021,140,267,8
2021,163,267,8
2021,140,269,8
2021,163,269,8
2021,140,273,8
2021,163,273,8
2021,140,274,8
2021,163,274,8
2021,165,7,8
2021,165,30,8
2021,165,63,8
2021,165,70,8
2021,165,100,8
2021,165,125,8
2021,165,126,8
2021,165,152,8
2021,165,153,8
2021,165,155,8
2021,165,177,8
2021,165,178,8
2021,165,201,8
2021,165,224,8
2021,165,276,8
2021,167,6,8
2021,167,31,8
2021,167,38,8
2021,167,64,8
2021,167,96,8
2021,167,98,8
2021,167,276,8
2021,177,14,8
2021,177,21,8
2021,177,49,8
2021,177,80,8
2021,177,111,8
2021,177,165,8
2021,177,213,8
2021,177,214,8
2021,177,236,8
2021,177,254,8
2021,177,258,8
2021,177,277,8
2021,178,6,8
2021,178,7,8
2021,178,24,8
2021,178,48,8
2021,178,55,8
2021,178,85,8
2021,178,113,8
2021,178,138,8
2021,178,165,8
2021,178,255,8
2021,178,271,8
2021,180,1,8
2021,180,14,8
2021,180,21,8
2021,180,49,8
2021,180,80,8
2021,180,111,8
2021,180,256,8
2021,180,273,8
2021,181,4,8
2021,181,6,8
2021,181,14,8
2021,181,21,8
2021,181,49,8
2021,181,32,8
2021,181,34,8
2021,181,35,8
2021,181,36,8
2021,181,80,8
2021,181,81,8
2021,182,4,8
2021,182,6,8
2021,182,17,8
2021,182,32,8
2021,182,34,8
2021,182,35,8
2021,182,36,8
2021,182,52,8
2021,183,6,8
2021,183,17,8
2021,183,31,8
2021,183,38,8
2021,183,52,8
2021,183,64,8
2021,183,68,8
2021,184,6,8
2021,184,17,8
2021,184,18,8
2021,184,31,8
2021,184,38,8
2021,184,64,8
2021,184,68,8
2021,186,6,8
2021,186,17,8
2021,186,18,8
2021,186,31,8
2021,186,38,8
2021,186,64,8
2021,186,68,8
2021,186,277,8
2021,188,7,8
2021,191,7,8
2021,188,30,8
2021,191,30,8
2021,188,63,8
2021,191,63,8
2021,188,70,8
2021,191,70,8
2021,188,96,8
2021,191,96,8
2021,188,98,8
2021,191,98,8
2021,188,277,8
2021,191,277,8
2021,193,7,8
2021,193,14,8
2021,193,21,8
2021,193,49,8
2021,193,30,8
2021,193,52,8
2021,193,63,8
2021,193,70,8
2021,193,96,8
2021,193,98,8
2021,195,7,8
2021,195,14,8
2021,195,21,8
2021,195,49,8
2021,195,30,8
2021,195,52,8
2021,195,63,8
2021,195,70,8
2021,195,96,8
2021,195,98,8
2021,199,4,8
2021,199,6,8
2021,199,7,8
2021,199,24,8
2021,199,32,8
2021,199,34,8
2021,199,35,8
2021,199,36,8
2021,199,48,8
2021,199,55,8
2021,199,85,8
2021,199,111,8
2021,199,256,8
2021,199,273,8
2021,200,1,8
2021,200,4,8
2021,200,6,8
2021,200,7,8
2021,200,24,8
2021,200,32,8
2021,200,48,8
2021,200,55,8
2021,200,85,8
2021,200,113,8
2021,200,138,8
2021,200,256,8
2021,200,273,8
2021,201,1,8
2021,201,4,8
2021,201,10,8
2021,201,11,8
2021,201,12,8
2021,201,28,8
2021,201,30,8
2021,201,31,8
2021,201,32,8
2021,201,46,8
2021,201,78,8
2021,201,108,8
2021,201,136,8
2021,201,142,8
2021,201,140,8
2021,201,163,8
2021,201,165,8
2021,201,255,8
2021,201,271,8
2021,204,7,8
2021,204,24,8
2021,204,30,8
2021,204,31,8
2021,204,34,8
2021,204,35,8
2021,204,36,8
2021,204,38,8
2021,204,48,8
2021,204,55,8
2021,204,85,8
2021,204,111,8
2021,206,7,8
2021,206,14,8
2021,206,21,8
2021,206,49,8
2021,206,30,8
2021,206,31,8
2021,206,38,8
2021,206,64,8
2021,206,68,8
2021,206,80,8
2021,206,81,8
2021,209,10,8
2021,209,11,8
2021,209,12,8
2021,209,21,8
2021,209,49,8
2021,209,24,8
2021,209,28,8
2021,209,41,8
2021,209,61,8
2021,209,48,8
2021,209,52,8
2021,209,71,8
2021,209,100,8
2021,209,125,8
2021,211,7,8
2021,211,14,8
2021,211,17,8
2021,211,18,8
2021,211,30,8
2021,211,63,8
2021,211,70,8
2021,211,96,8
2021,211,98,8
2021,213,10,8
2021,213,11,8
2021,213,12,8
2021,213,14,8
2021,213,17,8
2021,213,18,8
2021,213,24,8
2021,213,28,8
2021,213,41,8
2021,213,61,8
2021,213,71,8
2021,213,100,8
2021,213,125,8
2021,213,126,8
2021,213,152,8
2021,213,153,8
2021,213,177,8
2021,213,277,8
2021,214,10,8
2021,214,11,8
2021,214,12,8
2021,214,21,8
2021,214,49,8
2021,214,24,8
2021,214,28,8
2021,214,41,8
2021,214,61,8
2021,214,48,8
2021,214,52,8
2021,214,71,8
2021,214,100,8
2021,214,125,8
2021,214,126,8
2021,214,152,8
2021,214,153,8
2021,214,177,8
2021,214,277,8
2021,216,10,8
2021,216,11,8
2021,216,12,8
2021,216,21,8
2021,216,49,8
2021,216,24,8
2021,216,28,8
2021,216,41,8
2021,216,61,8
2021,216,48,8
2021,216,52,8
2021,216,71,8
2021,216,100,8
2021,216,125,8
2021,216,126,8
2021,216,152,8
2021,216,153,8
2021,219,10,8
2021,230,10,8
2021,219,11,8
2021,230,11,8
2021,219,12,8
2021,230,12,8
2021,219,24,8
2021,230,24,8
2021,219,28,8
2021,230,28,8
2021,219,41,8
2021,230,41,8
2021,219,61,8
2021,230,61,8
2021,219,48,8
2021,230,48,8
2021,219,55,8
2021,230,55,8
2021,219,63,8
2021,230,63,8
2021,219,70,8
2021,230,70,8
2021,219,80,8
2021,230,80,8
2021,219,81,8
2021,230,81,8
2021,219,96,8
2021,230,96,8
2021,219,98,8
2021,230,98,8
2021,221,10,8
2021,221,11,8
2021,221,12,8
2021,221,24,8
2021,221,28,8
2021,221,41,8
2021,221,61,8
2021,221,48,8
2021,221,55,8
2021,221,63,8
2021,221,64,8
2021,221,68,8
2021,221,70,8
2021,221,85,8
2021,221,111,8
2021,223,10,8
2021,223,11,8
2021,223,12,8
2021,223,28,8
2021,223,30,8
2021,223,31,8
2021,223,34,8
2021,223,35,8
2021,223,36,8
2021,223,38,8
2021,223,46,8
2021,223,78,8
2021,223,108,8
2021,223,113,8
2021,223,138,8
2021,224,10,8
2021,224,11,8
2021,224,12,8
2021,224,28,8
2021,224,30,8
2021,224,31,8
2021,224,34,8
2021,224,35,8
2021,224,36,8
2021,224,38,8
2021,224,46,8
2021,224,78,8
2021,224,108,8
2021,224,136,8
2021,224,142,8
2021,224,140,8
2021,224,163,8
2021,224,165,8
2021,224,255,8
2021,224,256,8
2021,224,273,8
2021,225,41,8
2021,245,41,8
2021,225,61,8
2021,245,61,8
2021,225,43,8
2021,245,43,8
2021,225,44,8
2021,245,44,8
2021,225,63,8
2021,245,63,8
2021,225,64,8
2021,245,64,8
2021,225,68,8
2021,245,68,8
2021,225,70,8
2021,245,70,8
2021,225,76,8
2021,245,76,8
2021,225,77,8
2021,245,77,8
2021,225,116,8
2021,245,116,8
2021,225,136,8
2021,245,136,8
2021,225,138,8
2021,245,138,8
2021,225,142,8
2021,245,142,8
2021,225,140,8
2021,245,140,8
2021,225,163,8
2021,245,163,8
2021,226,10,8
2021,244,10,8
2021,226,11,8
2021,244,11,8
2021,226,12,8
2021,244,12,8
2021,226,28,8
2021,244,28,8
2021,226,41,8
2021,244,41,8
2021,226,61,8
2021,244,61,8
2021,226,46,8
2021,244,46,8
2021,226,63,8
2021,244,63,8
2021,226,64,8
2021,244,64,8
2021,226,68,8
2021,244,68,8
2021,226,70,8
2021,244,70,8
2021,226,78,8
2021,244,78,8
2021,226,108,8
2021,244,108,8
2021,226,113,8
2021,244,113,8
2021,228,10,8
2021,228,11,8
2021,228,12,8
2021,228,24,8
2021,228,28,8
2021,228,41,8
2021,228,61,8
2021,228,48,8
2021,228,55,8
2021,228,63,8
2021,228,70,8
2021,228,85,8
2021,228,96,8
2021,228,98,8
2021,228,111,8
2021,231,43,8
2021,231,44,8
2021,231,46,8
2021,231,55,8
2021,231,71,8
2021,231,73,8
2021,231,78,8
2021,231,80,8
2021,231,81,8
2021,231,100,8
2021,231,125,8
2021,233,43,8
2021,233,44,8
2021,233,46,8
2021,233,55,8
2021,233,73,8
2021,233,78,8
2021,233,80,8
2021,233,81,8
2021,233,101,8
2021,233,102,8
2021,233,123,8
2021,233,126,8
2021,233,152,8
2021,233,153,8
2021,236,43,8
2021,236,44,8
2021,236,46,8
2021,236,55,8
2021,236,73,8
2021,236,78,8
2021,236,80,8
2021,236,81,8
2021,236,101,8
2021,236,102,8
2021,236,123,8
2021,236,150,8
2021,236,177,8
2021,238,74,8
2021,239,74,8
2021,238,75,8
2021,239,75,8
2021,238,76,8
2021,239,76,8
2021,238,77,8
2021,239,77,8
2021,238,85,8
2021,239,85,8
2021,238,101,8
2021,239,101,8
2021,238,102,8
2021,239,102,8
2021,238,103,8
2021,239,103,8
2021,238,108,8
2021,239,108,8
2021,238,111,8
2021,239,111,8
2021,238,123,8
2021,239,123,8
2021,238,126,8
2021,239,126,8
2021,238,152,8
2021,239,152,8
2021,238,153,8
2021,239,153,8
2021,242,43,8
2021,242,44,8
2021,242,46,8
2021,242,71,8
2021,242,73,8
2021,242,78,8
2021,242,85,8
2021,242,96,8
2021,242,98,8
2021,242,100,8
2021,242,111,8
2021,246,71,8
2021,246,73,8
2021,246,74,8
2021,246,75,8
2021,246,96,8
2021,246,98,8
2021,246,100,8
2021,246,106,8
2021,246,116,8
2021,246,136,8
2021,246,138,8
2021,246,142,8
2021,246,140,8
2021,246,163,8
2021,247,43,8
2021,247,44,8
2021,247,71,8
2021,247,73,8
2021,247,76,8
2021,247,77,8
2021,247,96,8
2021,247,98,8
2021,247,100,8
2021,247,108,8
2021,247,113,8
2021,251,43,8
2021,251,44,8
2021,251,46,8
2021,251,71,8
2021,251,73,8
2021,251,78,8
2021,251,85,8
2021,251,100,8
2021,251,111,8
2021,251,125,8
2021,252,74,8
2021,252,75,8
2021,252,76,8
2021,252,77,8
2021,252,85,8
2021,252,101,8
2021,252,102,8
2021,252,103,8
2021,252,108,8
2021,252,111,8
2021,252,123,8
2021,252,126,8
2021,252,152,8
2021,252,153,8
2021,254,74,8
2021,254,75,8
2021,254,76,8
2021,254,77,8
2021,254,85,8
2021,254,103,8
2021,254,108,8
2021,254,111,8
2021,254,129,8
2021,254,150,8
2021,254,177,8
2021,255,74,8
2021,255,75,8
2021,255,76,8
2021,255,77,8
2021,255,85,8
2021,255,103,8
2021,255,108,8
2021,255,111,8
2021,255,129,8
2021,255,130,8
2021,255,147,8
2021,255,155,8
2021,255,156,8
2021,255,178,8
2021,255,201,8
2021,255,224,8
2021,256,106,8
2021,256,113,8
2021,256,116,8
2021,256,120,8
2021,256,136,8
2021,256,145,8
2021,256,157,8
2021,256,158,8
2021,256,180,8
2021,256,199,8
2021,256,200,8
2021,256,224,8
2021,258,106,8
2021,258,113,8
2021,258,116,8
2021,258,120,8
2021,258,129,8
2021,258,136,8
2021,258,150,8
2021,258,177,8
2021,261,74,8
2021,261,75,8
2021,261,76,8
2021,261,77,8
2021,261,101,8
2021,261,102,8
2021,261,103,8
2021,261,108,8
2021,261,113,8
2021,261,123,8
2021,261,126,8
2021,261,152,8
2021,261,153,8
2021,262,74,8
2021,262,75,8
2021,262,76,8
2021,262,77,8
2021,262,101,8
2021,262,102,8
2021,262,103,8
2021,262,108,8
2021,262,113,8
2021,262,123,8
2021,262,125,8
2021,263,74,8
2021,263,75,8
2021,263,76,8
2021,263,77,8
2021,263,101,8
2021,263,102,8
2021,263,103,8
2021,263,108,8
2021,263,113,8
2021,263,123,8
2021,263,125,8
2021,266,74,8
2021,266,75,8
2021,266,101,8
2021,266,102,8
2021,266,103,8
2021,266,106,8
2021,266,116,8
2021,266,123,8
2021,266,125,8
2021,266,136,8
2021,266,138,8
2021,266,142,8
2021,266,140,8
2021,266,163,8
2021,267,74,8
2021,267,75,8
2021,267,101,8
2021,267,102,8
2021,267,103,8
2021,267,106,8
2021,267,116,8
2021,267,123,8
2021,267,125,8
2021,267,136,8
2021,267,138,8
2021,267,142,8
2021,267,140,8
2021,267,163,8
2021,269,106,8
2021,269,116,8
2021,269,120,8
2021,269,129,8
2021,269,136,8
2021,269,138,8
2021,269,142,8
2021,269,150,8
2021,269,126,8
2021,269,152,8
2021,269,153,8
2021,269,140,8
2021,269,163,8
2021,271,106,8
2021,271,113,8
2021,271,116,8
2021,271,120,8
2021,271,130,8
2021,271,136,8
2021,271,145,8
2021,271,147,8
2021,271,155,8
2021,271,156,8
2021,271,178,8
2021,271,201,8
2021,273,133,8
2021,273,134,8
2021,273,138,8
2021,273,142,8
2021,273,157,8
2021,273,158,8
2021,273,160,8
2021,273,140,8
2021,273,163,8
2021,273,180,8
2021,273,199,8
2021,273,200,8
2021,273,224,8
2021,274,106,8
2021,274,116,8
2021,274,120,8
2021,274,129,8
2021,274,136,8
2021,274,138,8
2021,274,142,8
2021,274,150,8
2021,274,126,8
2021,274,152,8
2021,274,153,8
2021,274,140,8
2021,274,163,8
2021,276,120,8
2021,276,129,8
2021,276,133,8
2021,276,134,8
2021,276,145,8
2021,276,150,8
2021,276,126,8
2021,276,152,8
2021,276,153,8
2021,276,162,8
2021,276,165,8
2021,276,167,8
2021,277,130,8
2021,277,147,8
2021,277,155,8
2021,277,156,8
2021,277,158,8
2021,277,160,8
2021,277,161,8
2021,277,177,8
2021,277,186,8
2021,277,188,8
2021,277,191,8
2021,277,213,8
2021,277,214,8
2021,1,17,9
2021,1,52,9
2021,1,81,9
2021,1,111,9
2021,1,113,9
2021,1,136,9
2021,1,142,9
2021,1,158,9
2021,1,160,9
2021,1,161,9
2021,1,162,9
2021,1,181,9
2021,1,182,9
2021,1,199,9
2021,1,204,9
2021,1,223,9
2021,1,224,9
2021,4,18,9
2021,4,138,9
2021,4,140,9
2021,4,163,9
2021,4,167,9
2021,4,183,9
2021,4,184,9
2021,4,186,9
2021,4,204,9
2021,4,206,9
2021,4,223,9
2021,4,224,9
2021,6,165,9
2021,6,188,9
2021,6,191,9
2021,6,193,9
2021,6,195,9
2021,6,201,9
2021,6,204,9
2021,6,206,9
2021,6,211,9
2021,6,223,9
2021,6,224,9
2021,7,201,9
2021,7,209,9
2021,7,213,9
2021,7,214,9
2021,7,216,9
2021,7,219,9
2021,7,230,9
2021,7,221,9
2021,7,223,9
2021,7,224,9
2021,7,226,9
2021,7,244,9
2021,7,228,9
2021,10,225,9
2021,10,245,9
2021,10,231,9
2021,10,233,9
2021,10,236,9
2021,10,242,9
2021,10,247,9
2021,10,251,9
2021,11,225,9
2021,12,225,9
2021,11,245,9
2021,12,245,9
2021,11,231,9
2021,12,231,9
2021,11,233,9
2021,12,233,9
2021,11,236,9
2021,12,236,9
2021,11,242,9
2021,12,242,9
2021,11,247,9
2021,12,247,9
2021,11,251,9
2021,12,251,9
2021,14,35,9
2021,14,36,9
2021,14,98,9
2021,14,178,9
2021,14,199,9
2021,14,200,9
2021,14,204,9
2021,14,209,9
2021,14,214,9
2021,14,216,9
2021,14,219,9
2021,14,230,9
2021,14,221,9
2021,14,228,9
2021,17,1,9
2021,17,34,9
2021,17,68,9
2021,17,96,9
2021,17,125,9
2021,17,126,9
2021,17,152,9
2021,17,153,9
2021,17,155,9
2021,17,177,9
2021,17,180,9
2021,17,181,9
2021,17,193,9
2021,17,195,9
2021,17,206,9
2021,17,209,9
2021,17,214,9
2021,17,216,9
2021,18,4,9
2021,18,32,9
2021,18,38,9
2021,18,64,9
2021,18,70,9
2021,18,100,9
2021,18,101,9
2021,18,123,9
2021,18,150,9
2021,18,156,9
2021,18,157,9
2021,18,158,9
2021,18,182,9
2021,18,183,9
2021,18,193,9
2021,18,195,9
2021,18,209,9
2021,18,214,9
2021,18,216,9
2021,21,35,9
2021,49,35,9
2021,21,36,9
2021,49,36,9
2021,21,98,9
2021,49,98,9
2021,21,178,9
2021,49,178,9
2021,21,199,9
2021,49,199,9
2021,21,200,9
2021,49,200,9
2021,21,204,9
2021,49,204,9
2021,21,219,9
2021,49,219,9
2021,21,230,9
2021,49,230,9
2021,21,221,9
2021,49,221,9
2021,21,228,9
2021,49,228,9
2021,21,231,9
2021,49,231,9
2021,21,233,9
2021,49,233,9
2021,21,236,9
2021,49,236,9
2021,24,201,9
2021,24,223,9
2021,24,224,9
2021,24,226,9
2021,24,244,9
2021,24,231,9
2021,24,233,9
2021,24,236,9
2021,24,242,9
2021,24,251,9
2021,28,225,9
2021,28,245,9
2021,28,231,9
2021,28,233,9
2021,28,236,9
2021,28,242,9
2021,28,247,9
2021,28,251,9
2021,30,209,9
2021,30,213,9
2021,30,214,9
2021,30,216,9
2021,30,219,9
2021,30,230,9
2021,30,221,9
2021,30,225,9
2021,30,245,9
2021,30,226,9
2021,30,244,9
2021,30,228,9
2021,31,165,9
2021,31,188,9
2021,31,191,9
2021,31,193,9
2021,31,195,9
2021,31,211,9
2021,31,219,9
2021,31,230,9
2021,31,221,9
2021,31,225,9
2021,31,245,9
2021,31,226,9
2021,31,244,9
2021,31,228,9
2021,32,18,9
